M1_roll_std_5,M4_lag1,M4,M1,V10_roll_std_21,V13,M6_roll_std_21,M1_roll_std_21,S2,M14_roll_std_5,V13_lag1,S5_lag2,S5_lag1,M4_lag2,P5,V10_lag1,P5_lag1,S5,V13_roll_mean_5,S5_roll_mean_21,M4_roll_mean_5,M6_lag21,M6_lag5,S12,D5_lag1,E19,M2_roll_mean_5,I2,D2,V13_lag5,V13_lag21,M2_roll_std_5,P12_lag5,E11,M17_lag21,M2,D8,M3_lag5,M12_lag2,E19_lag1,P7_lag1,P8,P13_lag21,D9_roll_mean_21,V13_roll_mean_63,D6_lag5,S6_roll_mean_21,D5_lag21,V5_roll_std_63,S6_roll_mean_5,D6,regime_prob_0,regime_prob_1,regime_prob_2,market_forward_excess_returns,date_id
0.08052820151891753,-0.0658601394435087,-0.536484465344526,-1.59428491506115,0.0476532644800428,-0.721036823770563,0.7510013207445242,0.2650732593436198,1.02005734449721,0.0013993503406535869,-0.800974438448245,0.35120961183409,0.268937522601891,-0.217050861372714,0.951199783335627,-1.32213133621314,1.06729839613272,0.337252345641698,-0.7482991322798747,0.08315015602995698,-0.2463220114285906,-0.189850353676022,0.0050244940295856,-0.631963150873078,0.0,-0.539558651140465,-0.23179600249238494,-0.775459334901988,0,-0.69937597535951,-0.554888511874876,0.5950692417223452,0.860343046859664,0.0158730158730159,0.549933862433862,1.11250783480158,0,-0.339229000032134,0.151273776309909,-0.749512810402772,0.841104170324972,1.74894401012437,0.680886243386243,0.14285714285714285,-0.7311742995440893,0.0,0.44447593852355766,0.0,0.8573570481799164,0.22705026455026495,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0106170746549281,6056
0.15733021358653132,-0.536484465344526,-0.041728705909891,-1.77697139802727,0.045302524883698674,-0.799289976108175,0.7655909806087652,0.2510748862406319,1.01875718978227,0.0014157175715237297,-0.721036823770563,0.268937522601891,0.337252345641698,-0.0658601394435087,0.462353295214769,-1.23023838683982,0.951199783335627,0.288133452635091,-0.7526313019620852,0.08399035287147712,-0.2669246684536446,-0.162046373938359,0.325593660437791,0.716549500244595,0.0,-0.669398008487358,-0.06030873003955972,-0.792223606280149,0,-0.744758661353815,-0.548780636891265,0.8425412535049589,-0.333037486489524,0.015542328042328,0.549603174603175,-0.910762811849334,0,-0.226664427162112,0.108311976388757,-0.539558651140465,-1.15948785202071,1.75170379913466,0.671296296296296,0.14285714285714285,-0.7326237354786796,0.0,0.41739103048626863,0.0,0.830115293660873,0.17175925925925972,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.005081471557711,6057
0.16125985798349043,-0.041728705909891,0.260348522136422,-1.77841175955558,0.04246819785415865,-0.795453428168573,0.7754719000807455,0.2369733078157838,0.901479066845694,0.0016284989371222356,-0.799289976108175,0.337252345641698,0.288133452635091,-0.536484465344526,0.12675274411634,-1.26406737184098,0.462353295214769,0.176609235707113,-0.7635375649129572,0.08405788132038307,-0.2008507188796616,-0.703310846362661,0.85369101555616,1.32243706170467,0.0,-0.800707905980479,-0.09503796861232636,-0.755897067782391,0,-0.750702362991067,-0.530957203129245,0.8801527824899286,-0.732752790672495,0.0152116402116402,0.548941798941799,-0.655008294424727,0,-0.606725182552789,0.148126505935547,-0.669398008487358,0.834984501825225,1.74957783571668,0.485119047619048,0.14285714285714285,-0.7358559247777853,0.0,0.39030612244897966,0.0,0.8302814378793539,0.14656084656084695,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.0016085184524795,6058
0.16084532853496394,0.260348522136422,0.186243299226215,-1.77706030013782,0.04019342995685977,-0.773065693081452,0.7775273860589358,0.21826803153730204,0.900280252214428,0.0014648077820670529,-0.795453428168573,0.288133452635091,0.176609235707113,-0.041728705909891,1.46486308530182,-1.26775137089463,0.12675274411634,0.12733722703738,-0.7724877779484585,0.08125658499288292,-0.1201551299868426,-0.0240041752187039,1.32623369420377,-0.407722029121109,0.0,-0.802993110178641,-0.30196036642249274,-0.755012065373243,0,-0.74568422324674,-0.499550557524769,0.8621011173044334,-0.734102433958802,0.0148809523809524,0.546957671957672,-0.331211366582626,0,-0.432136255888644,0.140850229105587,-0.800707905980479,0.545445576828913,1.74664068996325,0.44510582010582,0.14285714285714285,-0.7432362692746063,0.0,0.36322121441169064,0.0,0.830779923712354,0.14285714285714313,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.0045652188438275,6059
0.14150235972950978,0.186243299226215,0.0008619785329531,-1.66667163621743,0.038742069576021894,-0.77463949327447,0.783230827925503,0.1861935227544475,0.899118133678856,0.0014110700190804858,-0.773065693081452,0.176609235707113,0.12733722703738,0.260348522136422,0.870485573040087,-1.23501173914903,1.46486308530182,0.0730202718470713,-0.7779640719154008,0.08159414885978836,-0.03949629786705679,-0.408303936624468,0.318244218883865,-0.945525120165876,0.0,-0.865146866364662,-0.34908644570870584,-0.789537779614043,0,-0.800974438448245,-0.478123906090382,0.8544050817514738,-0.332693837201846,0.0145502645502645,0.546626984126984,0.498798009759456,0,-1.07409147211262,0.146936868119293,-0.802993110178641,0.234603350823173,1.73743514198426,0.517857142857143,0.14285714285714285,-0.7438914833438127,0.0,0.3354276895943563,0.0,0.8307296685028819,0.13955026455026473,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0026592131307761,6060
0.08448821913150219,0.0008619785329531,0.222143236626871,-1.68107297022439,0.03741978507706998,-0.745281171445568,0.7803199970010557,0.16024548396391838,0.781789411978492,0.0015602246299804981,-0.77463949327447,0.12733722703738,0.0730202718470713,0.186243299226215,0.725968113009067,-1.23496947991274,0.870485573040087,0.0491644476302445,-0.7726970828806459,0.07915278699916117,-0.02615187427176443,0.621586807732186,0.490646444608473,-1.09270509713873,0.0,-0.619262499871865,-0.057135325659129835,-0.797479531866808,0,-0.721036823770563,-0.756520521223813,0.8423741218144201,-0.331945411804181,0.0142195767195767,0.546296296296296,-0.631588501653835,0,-0.966634693688977,0.187246802362602,-0.865146866364662,-0.554954468380131,1.74950869380588,0.286375661375661,0.14285714285714285,-0.7431056682959393,0.0,0.30890967498110355,0.0,0.827230994527899,0.14160052910052914,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0003427038405966,6061
0.05697972140032919,0.222143236626871,0.0481272395810099,-1.71756985365956,0.035858228373081516,-0.743682286576082,0.7749550424034166,0.16436844254453895,1.01335884639705,0.0015363189053595881,-0.745281171445568,0.0730202718470713,0.0491644476302445,0.0008619785329531,1.22186369774741,-1.24853465410211,0.725968113009067,0.0311333781793027,-0.7775459524156468,0.08104620245037596,0.12557366612251497,0.0071309681357226,0.407115444366636,-0.497051621759555,0.0,-0.816198152305213,-0.40595459295021286,-0.814268032377861,0,-0.799289976108175,-0.717579340272211,0.5458785503298569,0.0884060849268187,0.0138888888888889,0.545965608465608,-0.625988984861003,0,-0.519803185376515,0.175856842785135,-0.619262499871865,0.650528707056175,1.75150634407155,0.351190476190476,0.14285714285714285,-0.7414283236171478,0.0,0.29152494331065765,0.0,0.839868178919141,0.14358465608465615,-1,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.0085017936622544,6062
0.05231283128277534,0.0481272395810099,-0.314421833527229,-1.62115925780085,0.03446453358937609,-0.674187548904921,0.8116532744206769,0.16692368154331064,0.954257721774724,0.0016643108627999715,-0.743682286576082,0.0491644476302445,0.0311333781793027,0.222143236626871,0.857172021892598,-1.25708686531985,1.22186369774741,0.0639349398642977,-0.7664244145092283,0.08435980269135473,0.14354485522069513,0.554118631487595,0.551039715628246,-0.141016028486789,0.0,-0.578895136500631,-0.3489998275525466,-0.79564533397186,0,-0.795453428168573,-0.735940217382541,0.4922646991428588,-0.749899352239168,0.0340608465608466,0.545634920634921,0.925079481342099,0,-1.11740858020418,0.194524196402708,-0.816198152305213,0.552474056726098,1.71742542943727,0.350859788359788,0.14285714285714285,-0.7400737946118965,0.0,0.2823601662887378,0.0,0.8527375036626698,0.13968253968253974,-1,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.0216447926678019,6063
0.058450643636227644,-0.314421833527229,-1.21319143258617,-1.10776545198532,0.033936077232036344,-0.271220174497474,0.8503694911089874,0.17319392035356468,0.720347418581315,0.0014732822158973367,-0.674187548904921,0.0311333781793027,0.0639349398642977,0.0481272395810099,-0.0523988606063375,-1.22676364734179,0.857172021892598,0.187507825458851,-0.7421712386564978,0.09523498199903767,0.02859078408796494,-0.605432889283476,0.361148929248474,1.12592703529812,0.0,-0.343581251992551,-0.03298227239918137,-0.847772684909535,0,-0.773065693081452,-0.785125488337705,0.7070359898582399,-0.750440582200732,0.0337301587301587,0.544973544973545,1.855823670989,0,-0.967926248965307,0.201922571355079,-0.578895136500631,-0.903174888098428,1.59407933018591,0.482804232804233,0.14285714285714285,-0.737870875966268,0.0,0.27059712773998496,0.0,0.865560608295146,0.13849206349206353,-1,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.0052284572194391,6064
0.2545170253021568,-1.21319143258617,-1.18181835881905,-1.01320421928171,0.07125440047024781,-0.392933740280478,0.8928333716058438,0.2275145610601011,0.135203766613701,0.0015262728270961537,-0.271220174497474,0.0639349398642977,0.187507825458851,-0.314421833527229,-0.73209734369578,-0.998933398250324,-0.0523988606063375,0.100089570841627,-0.6418021349397023,0.11550875243299441,-0.25129616227451207,-2.05872558488255,0.172475109870125,0.253893773649893,0.0,0.0313975309731488,0.4044247351151438,-0.855651991504663,0,-0.77463949327447,-0.814838311073431,1.0632053437444648,-0.327130327569988,0.0333994708994709,0.543650793650794,1.24697616547899,0,-0.783026074080644,0.262266011402996,-0.343581251992551,-1.83560678676436,1.56927790040741,0.654761904761905,0.14285714285714285,-0.7293505326305257,0.0,0.2588340891912321,0.0,0.8674545104557431,0.14027777777777775,-1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0056452856539826,6065
